"Theme","Topic","Author","Posted","Link","Views_20221101_011218","Replies_20221101_011218","Views_20221101_040624","Replies_20221101_040624","Views_20221101_054447","Replies_20221101_054447","Views_20221101_062326","Replies_20221101_062326","Views_20221101_071630","Replies_20221101_071630","Views_20221101_081723","Replies_20221101_081723","Views_20221101_091349","Replies_20221101_091349","Views_20221101_101429","Replies_20221101_101429","Views_20221101_111200","Replies_20221101_111200","Views_20221101_122714","Replies_20221101_122714","Views_20221101_134437","Replies_20221101_134437","Views_20221101_142117","Replies_20221101_142117","Views_20221101_151445","Replies_20221101_151445","Views_20221101_161832","Replies_20221101_161832","Views_20221101_172308","Replies_20221101_172308","Views_20221101_181621","Replies_20221101_181621","Views_20221101_191224","Replies_20221101_191224","Views_20221101_201527","Replies_20221101_201527","Views_20221101_211250","Replies_20221101_211250","Views_20221101_221414","Replies_20221101_221414","Views_20221101_231425","Replies_20221101_231425","Views_20221102_010415","Replies_20221102_010415","Views_20221102_035441","Replies_20221102_035441","Views_20221102_045736","Replies_20221102_045736","Views_20221102_054159","Replies_20221102_054159","Views_20221102_061957","Replies_20221102_061957","Views_20221102_071434","Replies_20221102_071434","Views_20221102_081648","Replies_20221102_081648","Views_20221102_091318","Replies_20221102_091318","Views_20221102_101452","Replies_20221102_101452","Views_20221102_111246","Replies_20221102_111246","Views_20221102_122455","Replies_20221102_122455","Views_20221102_134740","Replies_20221102_134740","Views_20221102_142156","Replies_20221102_142156","Views_20221102_151400","Replies_20221102_151400","Views_20221102_161836","Replies_20221102_161836","Views_20221102_172759","Replies_20221102_172759","Views_20221102_181628","Replies_20221102_181628","Views_20221102_191116","Replies_20221102_191116","Views_20221102_201440","Replies_20221102_201440","Views_20221102_211341","Replies_20221102_211341","Views_20221102_221318","Replies_20221102_221318","Views_20221102_231246","Replies_20221102_231246","Views_20221103_005927","Replies_20221103_005927","Views_20221103_030244","Replies_20221103_030244","Views_20221103_035936","Replies_20221103_035936","Views_20221103_043627","Replies_20221103_043627","Views_20221103_051939","Replies_20221103_051939","Views_20221103_061544","Replies_20221103_061544","Views_20221103_071056","Replies_20221103_071056","Views_20221103_081702","Replies_20221103_081702","Views_20221103_091410","Replies_20221103_091410","Views_20221103_101356","Replies_20221103_101356","Views_20221103_111048","Replies_20221103_111048","Views_20221103_122203","Replies_20221103_122203","Views_20221103_133946","Replies_20221103_133946","Views_20221103_141654","Replies_20221103_141654","Views_20221103_151706","Replies_20221103_151706","Views_20221103_162001","Replies_20221103_162001","Views_20221103_171837","Replies_20221103_171837","Views_20221103_181821","Replies_20221103_181821","Views_20221103_191031","Replies_20221103_191031","Views_20221103_201112","Replies_20221103_201112","Views_20221103_211149","Replies_20221103_211149","Views_20221103_221204","Replies_20221103_221204","Views_20221103_231358","Replies_20221103_231358","Views_20221104_010015","Replies_20221104_010015","Views_20221104_031041","Replies_20221104_031041","Views_20221104_043822","Replies_20221104_043822","Views_20221104_052054","Replies_20221104_052054","Views_20221104_061542","Replies_20221104_061542","Views_20221104_071210","Replies_20221104_071210","Views_20221104_081618","Replies_20221104_081618","Views_20221104_091300","Replies_20221104_091300","Views_20221104_101437","Replies_20221104_101437"
"Assessment and Surveillance","Planning survey - village level data Turkana Kenya","Severine Frison","2012-10-23","https://www.en-net.org/question/870.aspx",10291,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10292,9,10293,9,10293,9,10293,9,10293,9,10293,9,10293,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10295,9,10296,9,10296,9,10296,9,10296,9,10296,9,10296,9,10296,9,10296,9,10296,9,10298,9,10303,9,10313,9,10313,9,10323,9,10323,9,10323,9,10323,9,10323,9,10323,9,10323,9,10324,9,10326,9,10326,9,10326,9,10326,9,10326,9,10326,9,10326,9,10326,9,10326,9,10326,9
"Assessment and Surveillance","Plausable MUAC range for BMI calculation of Women in Reproductive Age Group [15 - 49]","Anonymous 377","2010-08-29","https://www.en-net.org/question/250.aspx",13122,2,13122,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13123,2,13124,2,13125,2,13126,2,13127,2,13127,2,13128,2,13128,2,13128,2,13128,2,13128,2,13128,2,13128,2,13128,2,13128,2,13128,2,13128,2,13128,2,13128,2,13129,2,13129,2,13129,2,13130,2,13130,2,13130,2,13130,2,13130,2,13130,2,13130,2,13130,2,13130,2,13130,2,13131,2,13134,2,13139,2,13149,2,13149,2,13160,2,13160,2,13160,2,13160,2,13160,2,13160,2,13161,2,13161,2,13161,2,13161,2,13162,2,13162,2,13162,2,13162,2,13162,2,13162,2,13162,2,13162,2
"Assessment and Surveillance","Plausible/extreme values for MUAC","Severine Frison","2010-07-15","https://www.en-net.org/question/233.aspx",13066,6,13066,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13067,6,13068,6,13068,6,13068,6,13068,6,13068,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13069,6,13070,6,13070,6,13072,6,13077,6,13087,6,13087,6,13097,6,13098,6,13098,6,13098,6,13098,6,13099,6,13100,6,13100,6,13100,6,13100,6,13102,6,13102,6,13102,6,13102,6,13102,6,13102,6,13102,6,13102,6
"Assessment and Surveillance","PLW and children under measurements in survey","Anonymous 3267","2015-12-01","https://www.en-net.org/question/2282.aspx",11986,3,11988,3,11989,3,11989,3,11989,3,11989,3,11989,3,11989,3,11989,3,11989,3,11990,3,11990,3,11990,3,11990,3,11990,3,11990,3,11991,3,11991,3,11992,3,11992,3,11992,3,11992,3,11992,3,11992,3,11992,3,11992,3,11992,3,11992,3,11993,3,11993,3,11994,3,11994,3,11994,3,11994,3,11994,3,11994,3,11994,3,11994,3,11994,3,11994,3,11994,3,11994,3,11995,3,11995,3,11997,3,11997,3,11997,3,11997,3,11997,3,11997,3,11997,3,11997,3,11998,3,12000,3,12005,3,12015,3,12015,3,12025,3,12025,3,12025,3,12025,3,12025,3,12026,3,12026,3,12027,3,12027,3,12029,3,12030,3,12030,3,12030,3,12030,3,12030,3,12030,3,12030,3,12030,3
"Assessment and Surveillance","Poor digit preference for weight with digital scales","Leisel Talley","2010-04-05","https://www.en-net.org/question/202.aspx",9274,1,9274,1,9275,1,9275,1,9275,1,9275,1,9275,1,9275,1,9275,1,9275,1,9275,1,9275,1,9275,1,9276,1,9276,1,9276,1,9276,1,9276,1,9277,1,9277,1,9277,1,9277,1,9278,1,9278,1,9278,1,9278,1,9279,1,9279,1,9279,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9280,1,9282,1,9288,1,9298,1,9298,1,9308,1,9308,1,9308,1,9308,1,9308,1,9308,1,9308,1,9308,1,9308,1,9308,1,9309,1,9309,1,9309,1,9309,1,9309,1,9309,1,9309,1,9309,1
"Assessment and Surveillance","Population Conversion Factor","Addis Girma","2021-01-12","https://www.en-net.org/question/4180.aspx",5053,2,5053,2,5054,2,5054,2,5055,2,5055,2,5055,2,5055,2,5055,2,5056,2,5056,2,5056,2,5056,2,5056,2,5056,2,5056,2,5056,2,5056,2,5056,2,5056,2,5056,2,5056,2,5057,2,5057,2,5057,2,5058,2,5058,2,5058,2,5058,2,5058,2,5058,2,5058,2,5059,2,5059,2,5059,2,5059,2,5059,2,5059,2,5059,2,5059,2,5059,2,5060,2,5060,2,5060,2,5060,2,5060,2,5060,2,5060,2,5060,2,5060,2,5060,2,5060,2,5060,2,5062,2,5068,2,5078,2,5078,2,5088,2,5088,2,5088,2,5089,2,5089,2,5090,2,5090,2,5090,2,5090,2,5090,2,5090,2,5090,2,5090,2,5090,2,5090,2,5090,2,5090,2,5090,2
"Assessment and Surveillance","Portable length/height measuring board","Anonymous 3211","2016-09-07","https://www.en-net.org/question/2625.aspx",10211,11,10211,11,10212,11,10212,11,10212,11,10212,11,10212,11,10212,11,10212,11,10212,11,10212,11,10212,11,10212,11,10212,11,10212,11,10212,11,10213,11,10213,11,10213,11,10213,11,10213,11,10213,11,10213,11,10213,11,10213,11,10213,11,10213,11,10213,11,10214,11,10214,11,10214,11,10214,11,10214,11,10214,11,10214,11,10214,11,10216,11,10216,11,10216,11,10216,11,10216,11,10216,11,10216,11,10216,11,10216,11,10216,11,10216,11,10216,11,10216,11,10216,11,10217,11,10217,11,10217,11,10219,11,10225,11,10236,11,10236,11,10246,11,10246,11,10247,11,10249,11,10249,11,10249,11,10249,11,10249,11,10249,11,10249,11,10250,11,10250,11,10250,11,10250,11,10250,11,10250,11,10250,11,10250,11
"Assessment and Surveillance","Possibilités accrues pour le soutien de Tech RRT aux organisations individuelles","Andi Kendle","2017-09-25","https://www.en-net.org/question/3065.aspx",7431,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7433,0,7434,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7435,0,7436,0,7437,0,7437,0,7437,0,7437,0,7437,0,7438,0,7440,0,7446,0,7456,0,7456,0,7466,0,7466,0,7467,0,7467,0,7467,0,7467,0,7467,0,7467,0,7467,0,7467,0,7467,0,7467,0,7467,0,7468,0,7468,0,7468,0,7468,0,7468,0
"Assessment and Surveillance","Precision of equipment to assess infants in surveys","Marie McGrath","2009-12-21","https://www.en-net.org/question/176.aspx",10971,5,10972,5,10972,5,10972,5,10972,5,10973,5,10973,5,10973,5,10973,5,10973,5,10973,5,10973,5,10973,5,10973,5,10973,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10974,5,10975,5,10975,5,10975,5,10975,5,10975,5,10975,5,10975,5,10975,5,10975,5,10976,5,10976,5,10976,5,10976,5,10976,5,10976,5,10977,5,10977,5,10977,5,10977,5,10977,5,10977,5,10979,5,10984,5,10994,5,10994,5,11004,5,11004,5,11004,5,11004,5,11006,5,11006,5,11006,5,11006,5,11006,5,11006,5,11007,5,11007,5,11007,5,11008,5,11008,5,11008,5,11008,5,11008,5
"Assessment and Surveillance","Preference for combined GAM rate over GAM by MUAC or WHZ score","Anonymous_G_W_40","2022-03-21","https://www.en-net.org/question/4521.aspx",1924,4,1924,4,1924,4,1924,4,1924,4,1924,4,1924,4,1924,4,1924,4,1925,4,1926,4,1926,4,1926,4,1926,4,1926,4,1926,4,1926,4,1926,4,1926,4,1926,4,1926,4,1927,4,1927,4,1928,4,1928,4,1928,4,1928,4,1928,4,1928,4,1928,4,1928,4,1928,4,1929,4,1929,4,1929,4,1929,4,1930,4,1930,4,1930,4,1930,4,1930,4,1930,4,1932,4,1933,4,1934,4,1934,4,1934,4,1934,4,1935,4,1935,4,1935,4,1935,4,1935,4,1937,4,1944,4,1953,4,1953,4,1963,4,1963,4,1963,4,1963,4,1964,4,1964,4,1964,4,1964,4,1965,4,1965,4,1965,4,1965,4,1965,4,1965,4,1965,4,1965,4,1965,4,1965,4
"Assessment and Surveillance","Prevalence and determinants of child malnutrition in Zimbabwe","Anonymous 38229","2020-11-20","https://www.en-net.org/question/4135.aspx",4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4468,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4469,2,4471,2,4477,2,4487,2,4487,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2
"Assessment and Surveillance","Prévalence de la malnutrition aigue selon 3 critères (Z-score Poids-Taille et / ou PB et / ou œdème)","Damien Pereyra Ngono","2017-11-16","https://www.en-net.org/question/3124.aspx",8246,6,8247,6,8248,6,8248,6,8248,6,8248,6,8248,6,8248,6,8248,6,8248,6,8248,6,8248,6,8248,6,8248,6,8248,6,8248,6,8249,6,8249,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8250,6,8251,6,8251,6,8251,6,8251,6,8251,6,8251,6,8251,6,8251,6,8252,6,8252,6,8252,6,8252,6,8252,6,8252,6,8252,6,8252,6,8252,6,8254,6,8261,6,8271,6,8271,6,8281,6,8281,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6,8282,6
"Assessment and Surveillance","Prevalence of Acute Malnutrition in PLW: When is it considered public health concern?","Tomas Z","2020-01-26","https://www.en-net.org/question/3837.aspx",5586,4,5586,4,5586,4,5586,4,5586,4,5586,4,5586,4,5586,4,5586,4,5586,4,5586,4,5586,4,5586,4,5586,4,5587,4,5587,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5589,4,5590,4,5590,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5591,4,5592,4,5595,4,5601,4,5611,4,5611,4,5621,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5622,4,5623,4,5623,4
"Assessment and Surveillance","prevalence of malnutrition in pregnant and lactating mothers","Kiran Deshpande Shukla","2012-04-22","https://www.en-net.org/question/695.aspx",8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8840,1,8841,1,8841,1,8841,1,8841,1,8841,1,8843,1,8843,1,8843,1,8843,1,8843,1,8845,1,8850,1,8860,1,8860,1,8870,1,8870,1,8870,1,8870,1,8870,1,8870,1,8870,1,8871,1,8871,1,8871,1,8873,1,8873,1,8873,1,8873,1,8873,1,8873,1,8873,1,8873,1
"Assessment and Surveillance","prevalence of MAM AND SAM by MUAC","Anonymous 32967","2019-07-22","https://www.en-net.org/question/3721.aspx",5433,2,5433,2,5434,2,5434,2,5434,2,5434,2,5434,2,5434,2,5434,2,5434,2,5435,2,5435,2,5435,2,5435,2,5435,2,5435,2,5436,2,5436,2,5436,2,5436,2,5436,2,5436,2,5436,2,5436,2,5436,2,5436,2,5436,2,5436,2,5436,2,5436,2,5437,2,5438,2,5439,2,5440,2,5440,2,5440,2,5440,2,5440,2,5440,2,5440,2,5440,2,5440,2,5440,2,5440,2,5440,2,5441,2,5441,2,5441,2,5441,2,5441,2,5441,2,5441,2,5441,2,5443,2,5450,2,5460,2,5460,2,5471,2,5472,2,5472,2,5472,2,5472,2,5472,2,5472,2,5472,2,5472,2,5472,2,5473,2,5473,2,5473,2,5473,2,5473,2,5473,2,5473,2,5473,2
"Assessment and Surveillance","PREVALENCE OF OBESITY AND OVERWEIGHT IN CHILDREN BETWEEN 9 TO 12 YEARS","Malambo Choobe","2017-02-07","https://www.en-net.org/question/2802.aspx",7939,4,7940,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7941,4,7942,4,7942,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7943,4,7944,4,7944,4,7944,4,7944,4,7944,4,7944,4,7944,4,7944,4,7944,4,7944,4,7944,4,7944,4,7946,4,7952,4,7962,4,7962,4,7973,4,7973,4,7973,4,7973,4,7973,4,7973,4,7974,4,7974,4,7974,4,7974,4,7974,4,7974,4,7974,4,7974,4,7974,4,7974,4,7974,4,7974,4
"Assessment and Surveillance","Probable reasons for a significantly higher rates of acute malnutrition in boys than girls","Main M. Chowdhury","2015-05-13","https://www.en-net.org/question/1730.aspx",12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12094,13,12095,13,12095,13,12095,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12096,13,12098,13,12103,13,12113,13,12113,13,12123,13,12123,13,12123,13,12123,13,12123,13,12123,13,12123,13,12123,13,12124,13,12125,13,12125,13,12125,13,12125,13,12125,13,12125,13,12125,13,12125,13,12125,13
"Assessment and Surveillance","PROBIT estimator for GAM prevalence","Mark Myatt","2016-11-18","https://www.en-net.org/question/2741.aspx",8066,0,8066,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8067,0,8068,0,8069,0,8069,0,8069,0,8069,0,8069,0,8069,0,8069,0,8069,0,8069,0,8070,0,8071,0,8073,0,8079,0,8089,0,8089,0,8099,0,8099,0,8099,0,8099,0,8099,0,8100,0,8100,0,8100,0,8100,0,8100,0,8101,0,8101,0,8101,0,8101,0,8101,0,8101,0,8101,0,8101,0
"Assessment and Surveillance","Procurement of MUAC tapes","Hatty Barthorp","2017-04-12","https://www.en-net.org/question/2891.aspx",9043,11,9043,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9044,11,9046,11,9046,11,9046,11,9046,11,9048,11,9048,11,9048,11,9048,11,9048,11,9048,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9049,11,9050,11,9050,11,9052,11,9058,11,9068,11,9068,11,9078,11,9079,11,9079,11,9079,11,9080,11,9080,11,9080,11,9081,11,9081,11,9081,11,9081,11,9081,11,9081,11,9081,11,9081,11,9081,11,9081,11,9081,11
"Assessment and Surveillance","producing HAZ distribution","Theo Dusingizimana","2018-06-15","https://www.en-net.org/question/3353.aspx",6355,1,6355,1,6356,1,6356,1,6356,1,6356,1,6356,1,6356,1,6356,1,6356,1,6356,1,6356,1,6357,1,6357,1,6357,1,6357,1,6357,1,6357,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6358,1,6359,1,6359,1,6359,1,6359,1,6359,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6363,1,6369,1,6379,1,6379,1,6389,1,6389,1,6389,1,6389,1,6389,1,6389,1,6389,1,6389,1,6389,1,6389,1,6391,1,6393,1,6393,1,6393,1,6393,1,6394,1,6394,1,6396,1
"Assessment and Surveillance","Programmation de calculatrice Poids / Hauteur","Tammam Ali Mohammed Ahmed","2017-10-07","https://www.en-net.org/question/3079.aspx",7606,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7607,1,7608,1,7608,1,7609,1,7609,1,7609,1,7609,1,7609,1,7609,1,7609,1,7609,1,7610,1,7610,1,7610,1,7610,1,7610,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7611,1,7612,1,7612,1,7612,1,7612,1,7612,1,7614,1,7621,1,7631,1,7631,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1,7641,1
"Assessment and Surveillance","Proportion of SAM - oedema","Anonymous 24408","2018-06-28","https://www.en-net.org/question/3370.aspx",7077,4,7077,4,7077,4,7077,4,7077,4,7077,4,7077,4,7077,4,7077,4,7077,4,7077,4,7077,4,7078,4,7078,4,7078,4,7078,4,7078,4,7078,4,7079,4,7080,4,7080,4,7080,4,7080,4,7080,4,7080,4,7080,4,7080,4,7080,4,7080,4,7080,4,7080,4,7080,4,7081,4,7081,4,7081,4,7081,4,7081,4,7081,4,7081,4,7081,4,7081,4,7081,4,7081,4,7082,4,7082,4,7082,4,7082,4,7082,4,7082,4,7083,4,7083,4,7083,4,7083,4,7085,4,7091,4,7101,4,7101,4,7111,4,7111,4,7111,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4,7112,4
"Assessment and Surveillance","Prospective or retrospective MUAC study","Jeff Matenda","2011-01-27","https://www.en-net.org/question/335.aspx",10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10655,7,10656,7,10656,7,10657,7,10658,7,10658,7,10658,7,10659,7,10659,7,10659,7,10659,7,10659,7,10659,7,10659,7,10659,7,10659,7,10659,7,10659,7,10659,7,10659,7,10659,7,10660,7,10660,7,10660,7,10660,7,10660,7,10660,7,10660,7,10660,7,10660,7,10660,7,10660,7,10661,7,10662,7,10662,7,10662,7,10662,7,10662,7,10662,7,10664,7,10669,7,10679,7,10679,7,10690,7,10690,7,10690,7,10690,7,10690,7,10691,7,10691,7,10691,7,10691,7,10691,7,10691,7,10691,7,10691,7,10691,7,10691,7,10691,7,10691,7,10691,7
"Assessment and Surveillance","Publication of Nutrition and Mortality Survey","Anonymous 3757","2016-11-01","https://www.en-net.org/question/2708.aspx",8427,4,8427,4,8431,4,8431,4,8431,4,8431,4,8431,4,8431,4,8431,4,8431,4,8431,4,8431,4,8431,4,8431,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8432,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8433,4,8434,4,8434,4,8436,4,8442,4,8452,4,8452,4,8462,4,8462,4,8462,4,8463,4,8463,4,8463,4,8463,4,8464,4,8465,4,8465,4,8466,4,8466,4,8466,4,8466,4,8466,4,8466,4,8466,4,8466,4
"Assessment and Surveillance","Qualitative stage 1(SQUEAC) for both OTP and SFP","Mutegi K","2014-03-26","https://www.en-net.org/question/1317.aspx",11985,5,11985,5,11985,5,11985,5,11985,5,11985,5,11985,5,11986,5,11986,5,11986,5,11986,5,11986,5,11986,5,11986,5,11986,5,11986,5,11986,5,11986,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11987,5,11988,5,11988,5,11988,5,11988,5,11988,5,11989,5,11989,5,11989,5,11989,5,11989,5,11990,5,11990,5,11990,5,11990,5,11990,5,11990,5,11990,5,11990,5,11990,5,11990,5,11992,5,11998,5,12008,5,12008,5,12018,5,12018,5,12018,5,12018,5,12018,5,12019,5,12019,5,12019,5,12019,5,12019,5,12019,5,12019,5,12020,5,12020,5,12020,5,12021,5,12021,5,12022,5
"Assessment and Surveillance","Questionnaire on COVID's impact on nutrition and food security - COVID-19","Fabian","2021-03-02","https://www.en-net.org/question/4218.aspx",5727,5,5727,5,5728,5,5728,5,5728,5,5728,5,5728,5,5728,5,5729,5,5729,5,5729,5,5730,5,5730,5,5730,5,5730,5,5730,5,5731,5,5731,5,5731,5,5731,5,5731,5,5731,5,5731,5,5731,5,5731,5,5731,5,5731,5,5731,5,5731,5,5731,5,5732,5,5732,5,5733,5,5733,5,5733,5,5733,5,5733,5,5733,5,5733,5,5733,5,5733,5,5733,5,5734,5,5734,5,5735,5,5735,5,5735,5,5735,5,5735,5,5735,5,5735,5,5735,5,5735,5,5737,5,5744,5,5754,5,5754,5,5764,5,5764,5,5764,5,5765,5,5765,5,5765,5,5765,5,5765,5,5765,5,5765,5,5767,5,5769,5,5769,5,5769,5,5769,5,5769,5,5769,5,5769,5
"Assessment and Surveillance","Quick and (not) dirty","Anonymous 432","2010-09-24","https://www.en-net.org/question/269.aspx",10829,5,10831,5,10834,5,10834,5,10834,5,10834,5,10834,5,10835,5,10835,5,10835,5,10835,5,10835,5,10835,5,10835,5,10835,5,10837,5,10837,5,10837,5,10837,5,10837,5,10837,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10838,5,10839,5,10839,5,10839,5,10839,5,10839,5,10839,5,10839,5,10839,5,10839,5,10840,5,10840,5,10842,5,10848,5,10858,5,10858,5,10868,5,10868,5,10868,5,10868,5,10868,5,10868,5,10868,5,10869,5,10869,5,10869,5,10869,5,10869,5,10869,5,10869,5,10869,5,10869,5,10869,5,10869,5
