"Theme","Topic","Author","Posted","Link","Views_2020-12-27_10:19:49","Replies_2020-12-27_10:19:49","Views_2020-12-27_11:16:42","Replies_2020-12-27_11:16:42","Views_2020-12-27_12:17:51","Replies_2020-12-27_12:17:51","Views_2020-12-27_13:25:50","Replies_2020-12-27_13:25:50","Views_2020-12-27_14:14:43","Replies_2020-12-27_14:14:43","Views_2020-12-27_15:13:40","Replies_2020-12-27_15:13:40","Views_2020-12-27_17:44:50","Replies_2020-12-27_17:44:50","Views_2020-12-27_18:28:35","Replies_2020-12-27_18:28:35","Views_2020-12-27_19:25:09","Replies_2020-12-27_19:25:09","Views_2020-12-27_20:14:17","Replies_2020-12-27_20:14:17","Views_2020-12-27_21:12:58","Replies_2020-12-27_21:12:58","Views_2020-12-27_22:17:09","Replies_2020-12-27_22:17:09","Views_2020-12-27_23:22:45","Replies_2020-12-27_23:22:45"
"Assessment and Surveillance","Should I be using MUAC as a regular Growth Screening for institutionalized children?","Emily DeLacey","2016-07-25","https://www.en-net.org/question/2565.aspx",3554,0,3554,0,3554,0,3554,0,3554,0,3554,0,3554,0,3554,0,3554,0,3554,0,3554,0,3554,0,3554,0
"Assessment and Surveillance","Request for raw data on older children, adolescent and adult MUAC .","Joseph Galabuzi","2016-07-22","https://www.en-net.org/question/2563.aspx",3635,1,3635,1,3635,1,3635,1,3635,1,3635,1,3635,1,3635,1,3635,1,3635,1,3635,1,3635,1,3635,1
"Assessment and Surveillance","Threshold for interventions using MUAC","Anonymous 502","2016-07-08","https://www.en-net.org/question/2548.aspx",5103,4,5103,4,5103,4,5103,4,5103,4,5103,4,5103,4,5103,4,5103,4,5103,4,5103,4,5103,4,5104,4
"Assessment and Surveillance","MUAC assessment with limited access and time","Leah Richardson","2016-06-04","https://www.en-net.org/question/2505.aspx",3893,0,3893,0,3893,0,3893,0,3893,0,3893,0,3893,0,3893,0,3893,0,3893,0,3893,0,3893,0,3893,0
"Assessment and Surveillance","Significance test for stunting results","Anonymous 394","2016-05-31","https://www.en-net.org/question/2503.aspx",4451,4,4451,4,4451,4,4451,4,4451,4,4451,4,4451,4,4451,4,4451,4,4451,4,4451,4,4451,4,4451,4
"Assessment and Surveillance","Trigger  levels for Overweight/obese","Merlyn Tapuwa Chapfunga","2016-05-25","https://www.en-net.org/question/2498.aspx",3774,0,3774,0,3774,0,3774,0,3774,0,3774,0,3774,0,3774,0,3774,0,3774,0,3774,0,3774,0,3774,0
"Assessment and Surveillance","acute malnutrition in double burden contexts","SUSANA RAFFALLI","2016-05-07","https://www.en-net.org/question/2486.aspx",4546,7,4546,7,4546,7,4546,7,4546,7,4546,7,4546,7,4546,7,4546,7,4546,7,4546,7,4546,7,4546,7
"Assessment and Surveillance","Anthropometric survey target group: 0-59 months vs. 6-59 months and implications","Miriam Chang","2016-05-03","https://www.en-net.org/question/2480.aspx",6578,3,6578,3,6578,3,6578,3,6578,3,6578,3,6578,3,6578,3,6578,3,6579,3,6579,3,6579,3,6579,3
"Assessment and Surveillance","Rapid MUAC Screening for Nutrition Assessment Purposes","Leah Richardson","2016-04-21","https://www.en-net.org/question/2465.aspx",5456,4,5456,4,5456,4,5456,4,5457,4,5457,4,5457,4,5457,4,5457,4,5458,4,5458,4,5458,4,5458,4
"Assessment and Surveillance","KAP Guidance","Leah Richardson","2016-04-21","https://www.en-net.org/question/2464.aspx",4747,4,4747,4,4747,4,4747,4,4747,4,4747,4,4747,4,4747,4,4747,4,4747,4,4747,4,4747,4,4747,4
"Assessment and Surveillance","community based nutrition surveillance system","Yibo Wood","2016-04-13","https://www.en-net.org/question/2449.aspx",4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2,4497,2
"Assessment and Surveillance","Household Dietary Diversity Score - 24 hours recall questions administering","Nick","2016-04-13","https://www.en-net.org/question/2448.aspx",4153,2,4153,2,4153,2,4153,2,4153,2,4153,2,4154,2,4154,2,4154,2,4154,2,4154,2,4154,2,4154,2
"Assessment and Surveillance","MUAC cut offs for 6 - 10 years","Anselimo Makokha","2016-04-11","https://www.en-net.org/question/2440.aspx",6652,8,6652,8,6652,8,6653,8,6653,8,6653,8,6654,8,6654,8,6654,8,6654,8,6654,8,6654,8,6654,8
"Assessment and Surveillance","When analysing birthweight data, should we exclude premature babies?","Anonymous 3070","2016-04-08","https://www.en-net.org/question/2438.aspx",4184,1,4184,1,4184,1,4184,1,4184,1,4184,1,4184,1,4184,1,4184,1,4184,1,4184,1,4184,1,4184,1
"Assessment and Surveillance","Integrated Database","Navid","2016-04-07","https://www.en-net.org/question/2435.aspx",4658,5,4658,5,4658,5,4658,5,4658,5,4658,5,4658,5,4658,5,4658,5,4658,5,4658,5,4658,5,4658,5
"Assessment and Surveillance","Criteria followed in determining minimum SPHERE standards","Diane Baik","2016-03-23","https://www.en-net.org/question/2422.aspx",3809,0,3809,0,3809,0,3809,0,3809,0,3809,0,3809,0,3809,0,3809,0,3809,0,3809,0,3809,0,3809,0
"Assessment and Surveillance","Survey for lactating women","Anonymous 3267","2016-03-22","https://www.en-net.org/question/2417.aspx",3994,3,3994,3,3994,3,3994,3,3994,3,3994,3,3994,3,3994,3,3995,3,3995,3,3995,3,3995,3,3995,3
"Assessment and Surveillance","Dietary Diversity Assessment","Anonymous 3261","2016-03-14","https://www.en-net.org/question/2405.aspx",4267,2,4267,2,4267,2,4267,2,4267,2,4267,2,4267,2,4267,2,4267,2,4267,2,4267,2,4267,2,4267,2
"Assessment and Surveillance","Clarification on women dietary diversity score food groups - use of Zatar","COOPI","2016-03-09","https://www.en-net.org/question/2397.aspx",5303,7,5303,7,5303,7,5303,7,5303,7,5303,7,5303,7,5303,7,5303,7,5303,7,5303,7,5303,7,5303,7
"Assessment and Surveillance","Small Area Estimation","Anonymous 249","2016-03-09","https://www.en-net.org/question/2394.aspx",4040,4,4040,4,4040,4,4040,4,4040,4,4040,4,4040,4,4040,4,4040,4,4040,4,4040,4,4040,4,4040,4
"Assessment and Surveillance","Deciding on sampling design: cluster sampling or stratified random sampling","Jordana Leitão","2016-03-03","https://www.en-net.org/question/2384.aspx",5862,10,5862,10,5862,10,5862,10,5862,10,5862,10,5862,10,5862,10,5862,10,5863,10,5863,10,5863,10,5863,10
"Assessment and Surveillance","Using Thresholds in analyzing health facility based data","Anonymous 1405","2016-02-16","https://www.en-net.org/question/2362.aspx",4152,1,4152,1,4152,1,4152,1,4152,1,4152,1,4152,1,4152,1,4152,1,4152,1,4152,1,4152,1,4152,1
"Assessment and Surveillance","Nutrition prevalence measurement","AS","2016-02-04","https://www.en-net.org/question/2355.aspx",4693,5,4693,5,4693,5,4693,5,4693,5,4693,5,4693,5,4693,5,4693,5,4693,5,4693,5,4693,5,4693,5
"Assessment and Surveillance","FSMS test","Anonymous 3117","2016-01-29","https://www.en-net.org/question/2337.aspx",3552,0,3552,0,3552,0,3553,0,3553,0,3553,0,3554,0,3554,0,3554,0,3554,0,3554,0,3554,0,3554,0
"Assessment and Surveillance","Result comparison of two SMART surveys","Anonymous 3445","2016-01-28","https://www.en-net.org/question/2336.aspx",4590,2,4590,2,4590,2,4590,2,4590,2,4590,2,4591,2,4591,2,4591,2,4591,2,4591,2,4591,2,4591,2
"Assessment and Surveillance","GAM <10% and SAM >2%","Karim Bougma","2016-01-23","https://www.en-net.org/question/2331.aspx",4051,2,4051,2,4051,2,4051,2,4051,2,4051,2,4051,2,4051,2,4051,2,4051,2,4051,2,4051,2,4051,2
"Assessment and Surveillance","Alternative Nutrition Diagnostics/Assessments","Meghan O'Hearn","2016-01-14","https://www.en-net.org/question/2323.aspx",4595,1,4595,1,4595,1,4595,1,4595,1,4595,1,4595,1,4595,1,4595,1,4595,1,4595,1,4595,1,4595,1
"Assessment and Surveillance","Small for Gestational Age","Nick","2016-01-14","https://www.en-net.org/question/2322.aspx",4638,3,4638,3,4638,3,4638,3,4638,3,4638,3,4639,3,4639,3,4639,3,4639,3,4639,3,4639,3,4639,3
"Assessment and Surveillance","Stratified randomization","Nick","2015-12-26","https://www.en-net.org/question/2311.aspx",6016,5,6016,5,6016,5,6016,5,6017,5,6017,5,6017,5,6017,5,6017,5,6018,5,6018,5,6018,5,6018,5
"Assessment and Surveillance","Baseline and Endline KAP survey villages_Matching","Tammam Ahmed","2015-12-20","https://www.en-net.org/question/2306.aspx",5601,2,5601,2,5601,2,5601,2,5601,2,5601,2,5601,2,5601,2,5601,2,5601,2,5601,2,5601,2,5601,2
"Assessment and Surveillance","Acute malnutrition caseload in emergency preparedness","Tomas Zaba","2015-12-16","https://www.en-net.org/question/2301.aspx",4395,1,4395,1,4395,1,4395,1,4395,1,4395,1,4395,1,4395,1,4395,1,4395,1,4395,1,4395,1,4395,1
"Assessment and Surveillance","Assessing malnutrition in school-age indigenous (pygmy) children in Republic of Congo","Margit Bach","2015-12-10","https://www.en-net.org/question/2295.aspx",3770,0,3770,0,3770,0,3770,0,3770,0,3770,0,3770,0,3770,0,3770,0,3770,0,3770,0,3770,0,3770,0
"Assessment and Surveillance","HiNi quality assessment","Anonymous 3049","2015-12-09","https://www.en-net.org/question/2292.aspx",4039,2,4039,2,4039,2,4039,2,4039,2,4039,2,4039,2,4040,2,4040,2,4040,2,4040,2,4040,2,4040,2
"Assessment and Surveillance","PLW and children under measurements in survey","Anonymous 3267","2015-12-01","https://www.en-net.org/question/2282.aspx",6676,3,6676,3,6676,3,6676,3,6676,3,6676,3,6676,3,6676,3,6676,3,6676,3,6676,3,6676,3,6676,3
"Assessment and Surveillance","How to assess stunting rate per year??","Tammam Ahmed","2015-11-22","https://www.en-net.org/question/2272.aspx",3994,0,3994,0,3994,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0,3995,0
"Assessment and Surveillance","IYCF Assessment","Shishay","2015-11-13","https://www.en-net.org/question/2261.aspx",4483,4,4483,4,4483,4,4483,4,4483,4,4483,4,4483,4,4483,4,4483,4,4483,4,4483,4,4483,4,4483,4
"Assessment and Surveillance","What nutrition indicators should be use for evaluating the SDG2 nutrition goal? What are the data gaps that need to be filled?","Suneetha Kadiyala","2015-11-11","https://www.en-net.org/question/2254.aspx",4328,1,4328,1,4328,1,4328,1,4328,1,4328,1,4328,1,4328,1,4328,1,4328,1,4328,1,4328,1,4328,1
"Assessment and Surveillance","A final note","Mark Myatt","2015-11-02","https://www.en-net.org/question/2235.aspx",5515,27,5515,27,5515,27,5515,27,5515,27,5515,27,5515,27,5515,27,5515,27,5515,27,5515,27,5515,27,5515,27
"Assessment and Surveillance","SMART HHs Sampling","Sameh Al-Awlaqi","2015-10-23","https://www.en-net.org/question/2226.aspx",6402,10,6402,10,6402,10,6402,10,6402,10,6402,10,6402,10,6402,10,6402,10,6402,10,6402,10,6402,10,6402,10
"Assessment and Surveillance","interpreting weight for height standard deviation from ENA plausibility check","Anonymous 1740","2015-10-19","https://www.en-net.org/question/2221.aspx",4738,2,4738,2,4738,2,4738,2,4738,2,4738,2,4738,2,4738,2,4738,2,4738,2,4738,2,4738,2,4738,2
"Assessment and Surveillance","SMART Flagging Criteria (Technical)","Mark Myatt","2015-10-14","https://www.en-net.org/question/2214.aspx",6356,20,6356,20,6356,20,6356,20,6356,20,6356,20,6356,20,6356,20,6357,20,6357,20,6357,20,6357,20,6357,20
"Assessment and Surveillance","IYCF Index","Anonymous 3210","2015-10-08","https://www.en-net.org/question/1949.aspx",4301,2,4301,2,4301,2,4301,2,4301,2,4301,2,4301,2,4301,2,4301,2,4301,2,4301,2,4301,2,4302,2
"Assessment and Surveillance","Before and an after holiday effect-on nutritional indices","Asmelash","2015-10-07","https://www.en-net.org/question/1948.aspx",4716,7,4716,7,4716,7,4716,7,4716,7,4717,7,4717,7,4717,7,4717,7,4717,7,4717,7,4717,7,4717,7
"Assessment and Surveillance","Key questions regarding MUAC only programming - towards a research agenda","Mark Myatt","2015-10-05","https://www.en-net.org/question/1945.aspx",6007,8,6007,8,6007,8,6007,8,6007,8,6007,8,6007,8,6007,8,6007,8,6008,8,6008,8,6008,8,6008,8
"Assessment and Surveillance","Surveillance System to be established during El Niño","Frederich Christian Tan","2015-09-18","https://www.en-net.org/question/1924.aspx",4837,9,4837,9,4837,9,4837,9,4837,9,4837,9,4837,9,4837,9,4837,9,4838,9,4838,9,4838,9,4838,9
"Assessment and Surveillance","WFH  versus MUAC","Anonymous 81","2015-09-04","https://www.en-net.org/question/1915.aspx",9215,21,9215,21,9215,21,9215,21,9215,21,9215,21,9215,21,9215,21,9215,21,9215,21,9215,21,9215,21,9215,21
"Assessment and Surveillance","Discrepancise between ENA version April 2015 and July 2015","Anonymous 81","2015-08-29","https://www.en-net.org/question/1903.aspx",4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1,4373,1
"Assessment and Surveillance","scale model for adults","Sara Belleni","2015-08-24","https://www.en-net.org/question/1890.aspx",4760,5,4760,5,4760,5,4760,5,4760,5,4760,5,4760,5,4760,5,4760,5,4760,5,4760,5,4761,5,4761,5
"Assessment and Surveillance","IMCI service percentage","Tammam Ahmed","2015-08-22","https://www.en-net.org/question/1887.aspx",4437,6,4437,6,4437,6,4437,6,4437,6,4437,6,4437,6,4437,6,4437,6,4437,6,4437,6,4437,6,4437,6
"Assessment and Surveillance","does EN software work for more  than 5 years","Anonymous 3126","2015-08-19","https://www.en-net.org/question/1881.aspx",4622,2,4622,2,4622,2,4622,2,4622,2,4622,2,4622,2,4622,2,4622,2,4622,2,4622,2,4622,2,4622,2
"Assessment and Surveillance","Essential Nutrition Actions Practices questions in KAP survey","Nick","2015-08-16","https://www.en-net.org/question/1877.aspx",6511,6,6511,6,6511,6,6511,6,6511,6,6511,6,6511,6,6511,6,6511,6,6511,6,6511,6,6511,6,6511,6
"Assessment and Surveillance","Systematic random sampling from a list for rapid MUAC Assessment of U5s","Anonymous 3066","2015-08-13","https://www.en-net.org/question/1876.aspx",4704,3,4704,3,4705,3,4705,3,4705,3,4705,3,4705,3,4705,3,4705,3,4705,3,4705,3,4705,3,4705,3
"Assessment and Surveillance","SENSTIVITY OF MUAC TO MALNUTRITION","MUBANGIZI HUMPHREY","2015-07-31","https://www.en-net.org/question/1848.aspx",6124,3,6124,3,6124,3,6124,3,6124,3,6124,3,6124,3,6124,3,6124,3,6124,3,6124,3,6124,3,6124,3
"Assessment and Surveillance","Is it possible to use LQAS methodology to assess the prevalence of stunting in non-emergency settings?","Amanda Agar","2015-07-22","https://www.en-net.org/question/1837.aspx",7056,10,7056,10,7056,10,7056,10,7056,10,7056,10,7057,10,7057,10,7057,10,7057,10,7057,10,7057,10,7057,10
"Assessment and Surveillance","Adolescent anthropometry analysis questions","Amelia Reese Masterson","2015-07-15","https://www.en-net.org/question/1832.aspx",6366,6,6366,6,6366,6,6366,6,6366,6,6366,6,6366,6,6366,6,6366,6,6366,6,6366,6,6366,6,6366,6
"Assessment and Surveillance","Urgent: Weight for Height Z-scores: Unisex Z-score table used in West African countries vs. calculated Z score values","Miriam Chang","2015-07-10","https://www.en-net.org/question/1826.aspx",9393,11,9393,11,9393,11,9393,11,9393,11,9393,11,9393,11,9393,11,9393,11,9393,11,9393,11,9393,11,9393,11
"Assessment and Surveillance","Emergency standards for SAM/MAM when using MUAC","Leah Richardson","2015-07-06","https://www.en-net.org/question/1821.aspx",5088,7,5088,7,5088,7,5088,7,5088,7,5088,7,5088,7,5088,7,5088,7,5088,7,5088,7,5088,7,5088,7
"Assessment and Surveillance","Calculating a sample size to detect associations between maternal nutrition, HH food security status and dietary diversity.","Briony","2015-07-06","https://www.en-net.org/question/1820.aspx",6273,4,6273,4,6273,4,6273,4,6273,4,6273,4,6273,4,6273,4,6273,4,6273,4,6273,4,6273,4,6273,4
"Assessment and Surveillance","Calculation of Mortality Rates","Leah Richardson","2015-07-01","https://www.en-net.org/question/1813.aspx",17244,3,17244,3,17244,3,17244,3,17244,3,17244,3,17244,3,17245,3,17245,3,17245,3,17245,3,17245,3,17245,3
"Assessment and Surveillance","Nutritional indicator baseline/evaluation","Kris","2015-06-25","https://www.en-net.org/question/1805.aspx",4408,1,4408,1,4408,1,4408,1,4408,1,4408,1,4408,1,4408,1,4408,1,4408,1,4408,1,4408,1,4408,1
"Assessment and Surveillance","REASON FOR GREAT REDUCTION OF STUNTING WITHIN A YEAR","Stanley Macharia","2015-06-15","https://www.en-net.org/question/1780.aspx",4807,10,4807,10,4807,10,4807,10,4807,10,4807,10,4807,10,4807,10,4807,10,4807,10,4807,10,4807,10,4807,10
"Assessment and Surveillance","Dietary macro-nutrient and micro-nutrient intake estimation in children","Tibebu Moges","2015-06-10","https://www.en-net.org/question/1779.aspx",5205,6,5205,6,5206,6,5206,6,5206,6,5206,6,5206,6,5206,6,5206,6,5206,6,5206,6,5206,6,5206,6
"Assessment and Surveillance","Nutrition Assessments in 8-19 years","james majaha","2015-06-01","https://www.en-net.org/question/1758.aspx",4531,2,4532,2,4532,2,4532,2,4532,2,4532,2,4532,2,4532,2,4532,2,4532,2,4532,2,4532,2,4532,2
"Assessment and Surveillance","Using Weight For Height (WFH) for CMAM coverage survey.","Anonymous 426","2015-05-30","https://www.en-net.org/question/1757.aspx",5496,3,5496,3,5496,3,5496,3,5496,3,5496,3,5496,3,5496,3,5496,3,5496,3,5496,3,5496,3,5496,3
"Assessment and Surveillance","DESIGN EFFECT FOR MULTIPLE SMART SURVEY","Stanley Macharia","2015-05-29","https://www.en-net.org/question/1756.aspx",6762,18,6762,18,6762,18,6762,18,6762,18,6762,18,6762,18,6762,18,6762,18,6762,18,6762,18,6762,18,6762,18
"Assessment and Surveillance","SE Asian Growth Standards","Aisling","2015-05-29","https://www.en-net.org/question/1755.aspx",6367,15,6367,15,6367,15,6367,15,6367,15,6367,15,6367,15,6367,15,6367,15,6367,15,6367,15,6367,15,6367,15
"Assessment and Surveillance","Assessment of Adult Malnutrition in ""Long-legged"" populations","Anonymous 502","2015-05-27","https://www.en-net.org/question/1750.aspx",5368,9,5368,9,5368,9,5368,9,5369,9,5369,9,5369,9,5369,9,5369,9,5369,9,5369,9,5369,9,5369,9
"Assessment and Surveillance","MUAC cut off points for school aged children","fe","2015-05-25","https://www.en-net.org/question/1744.aspx",5879,4,5879,4,5879,4,5879,4,5879,4,5879,4,5879,4,5879,4,5879,4,5879,4,5879,4,5879,4,5879,4
"Assessment and Surveillance","growth monitoring","Massimo Serventi","2015-05-24","https://www.en-net.org/question/1743.aspx",5071,5,5071,5,5071,5,5071,5,5071,5,5071,5,5071,5,5071,5,5071,5,5071,5,5071,5,5071,5,5071,5
"Assessment and Surveillance","Probable reasons for a significantly higher rates of acute malnutrition in boys than girls","MAChowdhury","2015-05-13","https://www.en-net.org/question/1730.aspx",6701,13,6701,13,6701,13,6701,13,6701,13,6701,13,6701,13,6701,13,6701,13,6701,13,6701,13,6701,13,6701,13
"Assessment and Surveillance","GAM vs Mortality rate","Anonymous 490","2015-05-11","https://www.en-net.org/question/1723.aspx",4420,1,4420,1,4420,1,4420,1,4420,1,4420,1,4420,1,4420,1,4420,1,4420,1,4420,1,4420,1,4420,1
"Assessment and Surveillance","Estimation of New Pregnant Mother for cash transfer programme","Nick","2015-05-11","https://www.en-net.org/question/1722.aspx",4275,1,4275,1,4275,1,4275,1,4275,1,4275,1,4275,1,4275,1,4275,1,4275,1,4275,1,4275,1,4275,1
"Assessment and Surveillance","Epi Info equivalent for Mac","Briony","2015-05-11","https://www.en-net.org/question/1721.aspx",10648,2,10648,2,10648,2,10648,2,10649,2,10650,2,10650,2,10650,2,10650,2,10651,2,10651,2,10651,2,10652,2
"Assessment and Surveillance","Weighted Analysis","Mutegi K","2015-05-08","https://www.en-net.org/question/1718.aspx",4383,2,4383,2,4383,2,4383,2,4383,2,4383,2,4383,2,4383,2,4383,2,4383,2,4383,2,4383,2,4383,2
"Assessment and Surveillance","% of Stunting prevelence or Mean WHZ score","Nick","2015-05-05","https://www.en-net.org/question/1709.aspx",4584,3,4584,3,4584,3,4584,3,4584,3,4584,3,4585,3,4585,3,4585,3,4585,3,4585,3,4585,3,4585,3
"Assessment and Surveillance","Is stunted children less prone to be wasted than normal children during emergency context?","Frederich Christian Tan","2015-05-05","https://www.en-net.org/question/1708.aspx",5196,7,5196,7,5196,7,5196,7,5196,7,5196,7,5196,7,5196,7,5196,7,5196,7,5196,7,5196,7,5196,7
"Assessment and Surveillance","Can you import by tablet collected data to be analysed in ENA?","Petr Schmied","2015-04-22","https://www.en-net.org/question/1696.aspx",6428,8,6428,8,6428,8,6428,8,6428,8,6428,8,6428,8,6428,8,6428,8,6429,8,6429,8,6429,8,6429,8
"Assessment and Surveillance","Nutrition Causal Analysis: usefulness and application","BLESSING T MUREVERWI","2015-04-09","https://www.en-net.org/question/1678.aspx",5046,5,5046,5,5046,5,5046,5,5046,5,5046,5,5046,5,5046,5,5046,5,5046,5,5046,5,5046,5,5046,5
"Assessment and Surveillance","Anthropometric assessments in pregnant adolescents","Merlyn Tapuwa Chapfunga","2015-04-07","https://www.en-net.org/question/1676.aspx",4154,1,4154,1,4154,1,4154,1,4154,1,4154,1,4154,1,4154,1,4154,1,4154,1,4154,1,4154,1,4154,1
"Assessment and Surveillance","Representative sample","Anonymous 490","2015-04-01","https://www.en-net.org/question/1675.aspx",4764,2,4764,2,4764,2,4764,2,4764,2,4764,2,4764,2,4764,2,4764,2,4765,2,4765,2,4765,2,4765,2
