"Theme","Topic","Author","Posted","Link","Views_20221001_084632","Replies_20221001_084632","Views_20221002_201631","Replies_20221002_201631","Views_20221003_211338","Replies_20221003_211338","Views_20221003_231544","Replies_20221003_231544","Views_20221004_091952","Replies_20221004_091952","Views_20221009_151543","Replies_20221009_151543","Views_20221018_041533","Replies_20221018_041533","Views_20221029_181606","Replies_20221029_181606","Views_20221029_203857","Replies_20221029_203857","Views_20221029_211158","Replies_20221029_211158","Views_20221030_032605","Replies_20221030_032605","Views_20221030_034925","Replies_20221030_034925","Views_20221030_044132","Replies_20221030_044132","Views_20221030_052139","Replies_20221030_052139","Views_20221030_061555","Replies_20221030_061555","Views_20221030_071138","Replies_20221030_071138","Views_20221030_081507","Replies_20221030_081507","Views_20221030_091235","Replies_20221030_091235","Views_20221030_101326","Replies_20221030_101326","Views_20221030_111056","Replies_20221030_111056","Views_20221030_122257","Replies_20221030_122257","Views_20221030_132952","Replies_20221030_132952","Views_20221030_141131","Replies_20221030_141131","Views_20221030_151317","Replies_20221030_151317","Views_20221030_161550","Replies_20221030_161550","Views_20221030_171553","Replies_20221030_171553","Views_20221030_181604","Replies_20221030_181604","Views_20221030_191037","Replies_20221030_191037","Views_20221030_201332","Replies_20221030_201332"
"Assessment and Surveillance","REASON FOR GREAT REDUCTION OF STUNTING WITHIN A YEAR","Stanley Macharia","2015-06-15","https://www.en-net.org/question/1780.aspx",9104,10,9109,10,9112,10,9113,10,9113,10,9122,10,9144,10,9180,10,9180,10,9180,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10,9182,10
"Assessment and Surveillance","Recommended sample size for rapid nutrition assessments/surveys including 0-59 m and for PLW","Montse Escruela i Cabrera","2021-05-24","https://www.en-net.org/question/4307.aspx",5542,6,5545,6,5547,6,5547,6,5548,6,5569,6,5606,6,5653,6,5653,6,5653,6,5653,6,5653,6,5653,6,5653,6,5654,6,5656,6,5656,6,5656,6,5656,6,5656,6,5656,6,5656,6,5656,6,5656,6,5656,6,5656,6,5656,6,5656,6,5656,6
"Assessment and Surveillance","Recovering case","Freddy H.","2012-09-18","https://www.en-net.org/question/846.aspx",12572,11,12574,11,12575,11,12575,11,12577,11,12587,11,12615,11,12653,11,12653,11,12653,11,12653,11,12654,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11,12655,11
"Assessment and Surveillance","Recovering cases in coverage calculation","Blessing Mureverwi","2017-04-19","https://www.en-net.org/question/2895.aspx",10699,8,10704,8,10708,8,10708,8,10708,8,10714,8,10745,8,10774,8,10774,8,10774,8,10775,8,10777,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8,10778,8
"Assessment and Surveillance","Refernces to measure maternal and pregnancy BMI against?","Anonymous 394","2010-05-04","https://www.en-net.org/question/215.aspx",13831,11,13840,11,13840,11,13841,11,13841,11,13861,11,13894,11,13955,11,13955,11,13955,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11,13957,11
"Assessment and Surveillance","Relationship between Mortality and Acute Malnutrition","Sophia Yimer","2012-06-05","https://www.en-net.org/question/744.aspx",11276,9,11281,9,11283,9,11283,9,11285,9,11299,9,11331,9,11370,9,11370,9,11370,9,11373,9,11373,9,11374,9,11374,9,11374,9,11374,9,11374,9,11374,9,11374,9,11374,9,11374,9,11374,9,11374,9,11374,9,11374,9,11374,9,11375,9,11375,9,11375,9
"Assessment and Surveillance","relationship between percentile and z-score","Kiran Deshpande Shukla","2012-01-10","https://www.en-net.org/question/609.aspx",9934,1,9937,1,9938,1,9938,1,9939,1,9945,1,9973,1,10005,1,10005,1,10005,1,10005,1,10005,1,10005,1,10005,1,10005,1,10005,1,10006,1,10006,1,10006,1,10006,1,10006,1,10006,1,10006,1,10006,1,10006,1,10006,1,10006,1,10006,1,10006,1
"Assessment and Surveillance","reliable paper MUAC strips - Ebola","mija ververs","2019-04-04","https://www.en-net.org/question/3611.aspx",5455,2,5456,2,5457,2,5457,2,5457,2,5470,2,5492,2,5521,2,5522,2,5522,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2,5523,2
"Assessment and Surveillance","Reporting Maternal Mortality Rate per day and seconds","Anonymous 31865","2019-02-11","https://www.en-net.org/question/3562.aspx",6255,4,6262,4,6263,4,6263,4,6265,4,6288,4,6316,4,6354,4,6354,4,6354,4,6354,4,6354,4,6356,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4,6357,4
"Assessment and Surveillance","Reporting of MUAC data from nutrition and mortality surveys","Mara Nyawo","2009-04-27","https://www.en-net.org/question/82.aspx",13765,15,13772,15,13774,15,13774,15,13776,15,13790,15,13828,15,13865,15,13865,15,13865,15,13866,15,13866,15,13868,15,13869,15,13869,15,13870,15,13870,15,13870,15,13870,15,13870,15,13870,15,13871,15,13871,15,13871,15,13871,15,13871,15,13871,15,13872,15,13872,15
"Assessment and Surveillance","Representative sample","Anonymous 490","2015-04-01","https://www.en-net.org/question/1675.aspx",9205,2,9208,2,9215,2,9215,2,9215,2,9225,2,9252,2,9282,2,9282,2,9282,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2,9284,2
"Assessment and Surveillance","Request advice: equipment to assess nutritional status 0-5 yrs in field study PNG","Janny Goris","2014-07-28","https://www.en-net.org/question/1430.aspx",9363,2,9369,2,9370,2,9370,2,9371,2,9383,2,9407,2,9443,2,9443,2,9444,2,9444,2,9445,2,9446,2,9448,2,9449,2,9449,2,9449,2,9449,2,9449,2,9449,2,9449,2,9450,2,9450,2,9450,2,9450,2,9450,2,9450,2,9450,2,9450,2
"Assessment and Surveillance","Request for CMAM coverage reports completed from 2018-2021","Hugh Lort-Phillips","2021-10-29","https://www.en-net.org/question/4432.aspx",3534,0,3535,0,3536,0,3536,0,3536,0,3547,0,3567,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0,3596,0
"Assessment and Surveillance","Request for raw data on older children, adolescent and adult MUAC .","Joseph Galabuzi","2016-07-22","https://www.en-net.org/question/2563.aspx",7799,1,7806,1,7807,1,7807,1,7809,1,7822,1,7846,1,7873,1,7873,1,7873,1,7874,1,7875,1,7876,1,7876,1,7877,1,7877,1,7877,1,7877,1,7877,1,7877,1,7877,1,7877,1,7877,1,7877,1,7877,1,7877,1,7878,1,7878,1,7878,1
"Assessment and Surveillance","Request for support CMN","COOPI","2018-08-01","https://www.en-net.org/question/3404.aspx",8525,2,8527,2,8527,2,8527,2,8527,2,8537,2,8560,2,8596,2,8596,2,8597,2,8597,2,8597,2,8597,2,8599,2,8600,2,8600,2,8600,2,8600,2,8600,2,8601,2,8601,2,8601,2,8601,2,8601,2,8601,2,8601,2,8601,2,8601,2,8601,2
"Assessment and Surveillance","resources on CSAS","Merry Fitzpatrick","2011-09-12","https://www.en-net.org/question/530.aspx",10252,6,10254,6,10257,6,10257,6,10258,6,10268,6,10294,6,10335,6,10336,6,10336,6,10337,6,10338,6,10339,6,10339,6,10339,6,10339,6,10339,6,10339,6,10339,6,10339,6,10339,6,10339,6,10339,6,10339,6,10340,6,10340,6,10340,6,10340,6,10340,6
"Assessment and Surveillance","Result comparison of two SMART surveys","Anonymous 3445","2016-01-28","https://www.en-net.org/question/2336.aspx",9070,2,9074,2,9074,2,9074,2,9074,2,9090,2,9114,2,9148,2,9149,2,9149,2,9149,2,9149,2,9149,2,9149,2,9149,2,9149,2,9149,2,9149,2,9149,2,9149,2,9150,2,9150,2,9150,2,9150,2,9150,2,9150,2,9150,2,9150,2,9150,2
"Assessment and Surveillance","result of Goronyo squeac coverage","Muhammad Hassan Goronyo","2014-07-01","https://www.en-net.org/question/1405.aspx",11211,1,11215,1,11216,1,11217,1,11218,1,11226,1,11251,1,11283,1,11283,1,11283,1,11283,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11284,1,11285,1,11285,1,11286,1
"Assessment and Surveillance","Result with in 95% CI >100?","Anonymous 534","2011-01-25","https://www.en-net.org/question/333.aspx",9624,2,9628,2,9630,2,9630,2,9630,2,9642,2,9668,2,9702,2,9702,2,9702,2,9702,2,9702,2,9704,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2,9705,2
"Assessment and Surveillance","review of malnutrition and mortality indicators for food security classification","Susanne Jaspars","2009-05-22","https://www.en-net.org/question/91.aspx",9523,0,9525,0,9526,0,9526,0,9527,0,9532,0,9556,0,9587,0,9587,0,9588,0,9588,0,9590,0,9590,0,9591,0,9592,0,9592,0,9592,0,9592,0,9592,0,9592,0,9592,0,9592,0,9592,0,9592,0,9592,0,9592,0,9592,0,9592,0,9593,0
"Assessment and Surveillance","Risk of mortality among children with kwashiorkor versus wasted children","Cécile Cazes","2020-12-23","https://www.en-net.org/question/4169.aspx",5286,3,5291,3,5291,3,5292,3,5292,3,5311,3,5329,3,5371,3,5371,3,5372,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5373,3,5374,3,5374,3
"Assessment and Surveillance","Routine monitoring data analysis during SQUEAC survey","Anonymous 5324","2018-11-14","https://www.en-net.org/question/3488.aspx",7648,0,7648,0,7648,0,7648,0,7648,0,7659,0,7674,0,7702,0,7702,0,7702,0,7703,0,7703,0,7703,0,7706,0,7707,0,7707,0,7707,0,7707,0,7707,0,7709,0,7709,0,7709,0,7709,0,7710,0,7710,0,7710,0,7710,0,7710,0,7710,0
"Assessment and Surveillance","S3M","Merry Fitzpatrick","2012-10-12","https://www.en-net.org/question/865.aspx",14900,6,14909,6,14912,6,14912,6,14912,6,14934,6,14964,6,15007,6,15007,6,15007,6,15009,6,15009,6,15010,6,15010,6,15010,6,15010,6,15011,6,15011,6,15011,6,15011,6,15011,6,15011,6,15011,6,15011,6,15011,6,15011,6,15011,6,15011,6,15011,6
"Assessment and Surveillance","SAM higher than MAM?","Suzanne Fuhrman","2018-06-27","https://www.en-net.org/question/3368.aspx",6156,2,6156,2,6156,2,6156,2,6156,2,6164,2,6187,2,6212,2,6212,2,6212,2,6212,2,6212,2,6212,2,6212,2,6213,2,6215,2,6215,2,6216,2,6216,2,6216,2,6216,2,6216,2,6216,2,6216,2,6216,2,6216,2,6216,2,6216,2,6216,2
"Assessment and Surveillance","SAM Threshold for Emergency Response","Rogers Wanyama","2011-08-03","https://www.en-net.org/question/503.aspx",11999,2,12007,2,12007,2,12007,2,12007,2,12013,2,12046,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12079,2,12080,2,12080,2,12080,2,12080,2
"Assessment and Surveillance","SAM threshold.","Anonymous 490","2012-07-22","https://www.en-net.org/question/788.aspx",8869,1,8871,1,8872,1,8872,1,8873,1,8878,1,8905,1,8933,1,8933,1,8933,1,8934,1,8934,1,8936,1,8936,1,8937,1,8937,1,8937,1,8937,1,8938,1,8938,1,8938,1,8938,1,8938,1,8938,1,8938,1,8938,1,8938,1,8938,1,8938,1
"Assessment and Surveillance","Sample size determination","Theo Dusingizimana","2017-08-17","https://www.en-net.org/question/3031.aspx",8154,3,8159,3,8161,3,8161,3,8162,3,8174,3,8198,3,8234,3,8235,3,8236,3,8237,3,8237,3,8238,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3,8240,3
"Assessment and Surveillance","sample size diagnostic questionnaite-urgent help","Anonymous 2525","2015-01-29","https://www.en-net.org/question/1600.aspx",9106,1,9107,1,9109,1,9109,1,9110,1,9122,1,9157,1,9192,1,9192,1,9192,1,9192,1,9192,1,9192,1,9192,1,9193,1,9195,1,9195,1,9195,1,9195,1,9195,1,9195,1,9195,1,9195,1,9195,1,9195,1,9195,1,9195,1,9195,1,9195,1
"Assessment and Surveillance","sample size estimation","Pushpa Acharya","2012-09-20","https://www.en-net.org/question/847.aspx",10930,6,10935,6,10937,6,10937,6,10937,6,10952,6,10996,6,11053,6,11053,6,11054,6,11054,6,11054,6,11054,6,11055,6,11055,6,11055,6,11055,6,11055,6,11055,6,11055,6,11055,6,11056,6,11057,6,11057,6,11058,6,11058,6,11058,6,11058,6,11058,6
"Assessment and Surveillance","Sample size estimation for follow up CSAS survey","Anonymous 680","2013-09-05","https://www.en-net.org/question/1134.aspx",11687,1,11691,1,11693,1,11693,1,11693,1,11710,1,11744,1,11788,1,11788,1,11788,1,11789,1,11789,1,11789,1,11789,1,11789,1,11789,1,11789,1,11789,1,11789,1,11789,1,11789,1,11789,1,11790,1,11790,1,11790,1,11790,1,11790,1,11790,1,11790,1
"Assessment and Surveillance","Sample size for IYCF assessment","KIROSS TEFERA","2009-05-05","https://www.en-net.org/question/86.aspx",15007,9,15011,9,15014,9,15014,9,15016,9,15034,9,15080,9,15135,9,15136,9,15136,9,15136,9,15136,9,15138,9,15139,9,15139,9,15139,9,15139,9,15139,9,15139,9,15139,9,15139,9,15139,9,15139,9,15139,9,15140,9,15140,9,15140,9,15140,9,15140,9
"Assessment and Surveillance","Sample size for IYCF assessment based on Step-by-step guide","Anonymous 81","2010-06-26","https://www.en-net.org/question/229.aspx",12679,9,12684,9,12685,9,12685,9,12688,9,12706,9,12731,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9,12770,9
"Assessment and Surveillance","Sample size for KAP survey","Ranjith","2011-02-03","https://www.en-net.org/question/338.aspx",33620,6,33633,6,33644,6,33644,6,33646,6,33700,6,33782,6,33967,7,33969,7,33970,7,33970,7,33971,7,33971,7,33972,7,33974,7,33976,7,33978,7,33979,7,33979,7,33979,7,33979,7,33980,7,33980,7,33982,7,33982,7,33983,7,33985,7,33985,7,33985,7
"Assessment and Surveillance","Sample size for random survey in Ethiopia","Toby Gould","2011-06-16","https://www.en-net.org/question/465.aspx",8847,1,8850,1,8850,1,8850,1,8850,1,8856,1,8878,1,8909,1,8909,1,8909,1,8910,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1,8911,1
"Assessment and Surveillance","Sample size for rapid nutritional assessment of U5 using MUAC","Mohammad Monsurul Hoq","2012-11-19","https://www.en-net.org/question/902.aspx",13322,16,13326,16,13328,16,13328,16,13329,16,13348,16,13387,16,13433,16,13434,16,13434,16,13435,16,13436,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16,13437,16
"Assessment and Surveillance","sampleXS and things that I should know!","Anonymous 557","2013-10-11","https://www.en-net.org/question/1170.aspx",8392,1,8393,1,8395,1,8395,1,8395,1,8407,1,8428,1,8462,1,8462,1,8462,1,8462,1,8462,1,8462,1,8462,1,8462,1,8463,1,8463,1,8463,1,8463,1,8464,1,8464,1,8464,1,8464,1,8464,1,8464,1,8464,1,8464,1,8464,1,8464,1
"Assessment and Surveillance","Sampling","Anonymous 3849","2016-08-26","https://www.en-net.org/question/2608.aspx",8930,5,8935,5,8937,5,8937,5,8937,5,8943,5,8972,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5,9002,5
"Assessment and Surveillance","Sampling","MMHassan Gani","2009-02-25","https://www.en-net.org/question/53.aspx",10603,4,10606,4,10607,4,10607,4,10608,4,10628,4,10653,4,10684,4,10684,4,10685,4,10685,4,10685,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4,10686,4
"Assessment and Surveillance","Sampling - IYCF indicators and small numbers per age group..","Anonymous 394","2010-08-19","https://www.en-net.org/question/244.aspx",9803,1,9803,1,9804,1,9804,1,9807,1,9812,1,9836,1,9865,1,9865,1,9865,1,9866,1,9866,1,9866,1,9866,1,9866,1,9866,1,9866,1,9866,1,9866,1,9866,1,9866,1,9866,1,9867,1,9867,1,9867,1,9867,1,9867,1,9867,1,9867,1
"Assessment and Surveillance","Sampling households from a community","Anonymous 31952","2019-03-24","https://www.en-net.org/question/3605.aspx",5752,3,5753,3,5753,3,5753,3,5754,3,5767,3,5793,3,5826,3,5826,3,5826,3,5827,3,5827,3,5827,3,5827,3,5827,3,5829,3,5830,3,5830,3,5830,3,5830,3,5830,3,5830,3,5830,3,5830,3,5830,3,5830,3,5830,3,5830,3,5830,3
"Assessment and Surveillance","Sampling survey KAP","NDONITA Zola","2018-08-02","https://www.en-net.org/question/3406.aspx",6292,1,6293,1,6295,1,6295,1,6295,1,6309,1,6328,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6361,1,6361,1,6361,1,6361,1,6361,1,6361,1,6361,1,6362,1,6362,1,6362,1,6362,1,6362,1,6362,1,6362,1,6362,1
"Assessment and Surveillance","scale model for adults","Sara Belleni","2015-08-24","https://www.en-net.org/question/1890.aspx",9392,5,9399,5,9402,5,9402,5,9402,5,9426,5,9455,5,9490,5,9490,5,9490,5,9490,5,9490,5,9491,5,9492,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5,9493,5
"Assessment and Surveillance","SE Asian Growth Standards","Aisling","2015-05-29","https://www.en-net.org/question/1755.aspx",11778,15,11783,15,11784,15,11784,15,11786,15,11801,15,11839,15,11878,15,11878,15,11878,15,11879,15,11879,15,11881,15,11881,15,11882,15,11882,15,11883,15,11883,15,11883,15,11883,15,11883,15,11884,15,11884,15,11884,15,11884,15,11884,15,11884,15,11884,15,11884,15
"Assessment and Surveillance","Seasonality - IDDS","Sabine Triemer","2014-11-19","https://www.en-net.org/question/1542.aspx",8377,1,8379,1,8379,1,8379,1,8379,1,8389,1,8413,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1,8443,1
"Assessment and Surveillance","Second stage sampling","Blessing Mureverwi","2020-01-18","https://www.en-net.org/question/3830.aspx",6019,12,6026,12,6028,12,6028,12,6029,12,6048,12,6073,12,6115,12,6115,12,6115,12,6115,12,6115,12,6116,12,6116,12,6116,12,6116,12,6116,12,6116,12,6117,12,6117,12,6117,12,6117,12,6117,12,6118,12,6118,12,6118,12,6118,12,6118,12,6118,12
"Assessment and Surveillance","Selction of time line (months) of routine prorgam data for SQUEAC","Asfandyar","2016-12-07","https://www.en-net.org/question/2758.aspx",10457,3,10458,3,10458,3,10458,3,10458,3,10472,3,10497,3,10528,3,10528,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10529,3,10530,3,10530,3,10530,3,10530,3,10530,3
"Assessment and Surveillance","SENSTIVITY OF MUAC TO MALNUTRITION","MUBANGIZI HUMPHREY","2015-07-31","https://www.en-net.org/question/1848.aspx",10823,3,10824,3,10825,3,10826,3,10827,3,10845,3,10873,3,10909,3,10909,3,10909,3,10909,3,10910,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3,10911,3
"Assessment and Surveillance","Setting up of Nutrition serveillance","Anonymous 81","2013-11-16","https://www.en-net.org/question/1201.aspx",12114,9,12122,9,12124,9,12124,9,12128,9,12152,9,12184,9,12247,9,12248,9,12249,9,12250,9,12250,9,12250,9,12250,9,12250,9,12250,9,12250,9,12250,9,12250,9,12250,9,12250,9,12251,9,12251,9,12251,9,12251,9,12251,9,12251,9,12251,9,12251,9
"Assessment and Surveillance","SFP coverage for pregnant and lactating women","Anonymous 422","2013-07-12","https://www.en-net.org/question/1096.aspx",9934,4,9939,4,9939,4,9939,4,9939,4,9949,4,9974,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4,10012,4
"Assessment and Surveillance","Short piece on FACT surveys form BioAnalyt","Mark Myatt","2016-10-21","https://www.en-net.org/question/2690.aspx",10403,0,10404,0,10404,0,10404,0,10404,0,10414,0,10434,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0,10469,0
"Assessment and Surveillance","Should I be using MUAC as a regular Growth Screening for institutionalized children?","Emily DeLacey","2016-07-25","https://www.en-net.org/question/2565.aspx",7612,0,7614,0,7617,0,7617,0,7617,0,7622,0,7646,0,7676,0,7676,0,7676,0,7676,0,7676,0,7676,0,7676,0,7676,0,7677,0,7677,0,7678,0,7678,0,7678,0,7678,0,7678,0,7678,0,7678,0,7678,0,7678,0,7678,0,7678,0,7678,0
"Assessment and Surveillance","Should results for small and wide area surveys be combined?","Anonymous 422","2013-05-21","https://www.en-net.org/question/1044.aspx",11676,4,11680,4,11680,4,11680,4,11680,4,11689,4,11714,4,11748,4,11748,4,11748,4,11751,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4,11752,4
"Assessment and Surveillance","Significance test for stunting results","Anonymous 394","2016-05-31","https://www.en-net.org/question/2503.aspx",8836,4,8838,4,8840,4,8840,4,8841,4,8853,4,8875,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8907,4,8908,4,8908,4,8908,4,8908,4,8908,4,8908,4,8908,4
"Assessment and Surveillance","Simplified MUAC measurement technique - use in surveys?","Colleen Emary","2019-11-21","https://www.en-net.org/question/3803.aspx",5767,7,5773,7,5773,7,5773,7,5774,7,5788,7,5808,7,5840,7,5841,7,5841,7,5842,7,5842,7,5842,7,5842,7,5842,7,5842,7,5842,7,5842,7,5842,7,5842,7,5843,7,5843,7,5843,7,5843,7,5843,7,5843,7,5843,7,5843,7,5843,7
"Assessment and Surveillance","Single Coverage for MAM programmes","Ben Allen","2019-07-05","https://www.en-net.org/question/3714.aspx",8243,4,8249,4,8250,4,8251,4,8251,4,8271,4,8292,4,8321,4,8321,4,8321,4,8323,4,8324,4,8324,4,8324,4,8324,4,8325,4,8325,4,8325,4,8325,4,8325,4,8326,4,8326,4,8326,4,8326,4,8326,4,8326,4,8326,4,8326,4,8326,4
"Assessment and Surveillance","Single two-stage cluster survey in multiple livelihood zones","Anonymous 81","2009-03-12","https://www.en-net.org/question/66.aspx",11135,4,11144,4,11148,4,11148,4,11149,4,11165,4,11191,4,11226,4,11226,4,11226,4,11227,4,11228,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4,11229,4
"Assessment and Surveillance","Sitting - Standing Height Ratio","Chris Gruenewald","2012-01-16","https://www.en-net.org/question/613.aspx",11487,1,11491,1,11492,1,11492,1,11492,1,11511,1,11536,1,11582,1,11582,1,11583,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1,11584,1
"Assessment and Surveillance","SLEAC","Anonymous 40527","2021-01-12","https://www.en-net.org/question/4179.aspx",7610,2,7614,2,7614,2,7615,2,7615,2,7624,2,7643,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2,7676,2
"Assessment and Surveillance","SLEAC and SQUEAC","Anonymous 2352","2013-12-05","https://www.en-net.org/question/1221.aspx",13411,1,13415,1,13415,1,13415,1,13417,1,13432,1,13458,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1,13500,1
