"Theme","Topic","Author","Posted","Link","Views_20230401_004815","Replies_20230401_004815","Views_20230401_020559","Replies_20230401_020559","Views_20230401_023711","Replies_20230401_023711","Views_20230401_031347","Replies_20230401_031347","Views_20230401_041506","Replies_20230401_041506","Views_20230401_051325","Replies_20230401_051325","Views_20230401_061616","Replies_20230401_061616","Views_20230401_071306","Replies_20230401_071306","Views_20230401_081524","Replies_20230401_081524","Views_20230401_091255","Replies_20230401_091255","Views_20230401_101349","Replies_20230401_101349","Views_20230401_111141","Replies_20230401_111141","Views_20230401_121852","Replies_20230401_121852","Views_20230401_131414","Replies_20230401_131414","Views_20230401_141218","Replies_20230401_141218","Views_20230401_151322","Replies_20230401_151322","Views_20230401_161442","Replies_20230401_161442","Views_20230401_171213","Replies_20230401_171213","Views_20230401_181435","Replies_20230401_181435","Views_20230401_191136","Replies_20230401_191136","Views_20230401_201342","Replies_20230401_201342","Views_20230401_211226","Replies_20230401_211226","Views_20230401_221233","Replies_20230401_221233","Views_20230401_231305","Replies_20230401_231305","Views_20230402_004913","Replies_20230402_004913","Views_20230402_020653","Replies_20230402_020653","Views_20230402_031403","Replies_20230402_031403","Views_20230402_041445","Replies_20230402_041445","Views_20230402_051254","Replies_20230402_051254","Views_20230402_061527","Replies_20230402_061527","Views_20230402_071244","Replies_20230402_071244","Views_20230402_081506","Replies_20230402_081506","Views_20230402_091247","Replies_20230402_091247"
"Assessment and Surveillance","MUAC assessment with limited access and time","Leah Richardson","2016-06-04","https://www.en-net.org/question/2505.aspx",8382,0,8382,0,8382,0,8382,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0,8383,0
"Assessment and Surveillance","MUAC cut off point","Nicholus Tint Zaw","2009-04-28","https://www.en-net.org/question/84.aspx",15693,5,15693,5,15693,5,15693,5,15693,5,15693,5,15694,5,15694,5,15695,5,15695,5,15696,5,15696,5,15696,5,15696,5,15697,5,15697,5,15697,5,15697,5,15699,5,15699,5,15699,5,15699,5,15699,5,15699,5,15700,5,15700,5,15700,5,15700,5,15700,5,15700,5,15700,5,15701,5,15701,5
"Assessment and Surveillance","MUAC cut off points for school aged children","fe","2015-05-25","https://www.en-net.org/question/1744.aspx",11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11253,4,11254,4,11254,4,11255,4,11255,4,11255,4,11255,4,11255,4,11255,4
"Assessment and Surveillance","MUAC cut off to identify overweight pregnant women","Anonymous 1722","2012-11-27","https://www.en-net.org/question/914.aspx",10675,3,10675,3,10675,3,10675,3,10676,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10677,3,10678,3,10678,3,10678,3,10678,3,10678,3,10678,3,10678,3,10678,3,10678,3,10678,3,10678,3,10678,3,10678,3
"Assessment and Surveillance","MUAC cut offs for 6 - 10 years","Anselimo Makokha","2016-04-11","https://www.en-net.org/question/2440.aspx",12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8,12633,8
"Assessment and Surveillance","MUAC Cutoffs for Adults","Anonymous 310","2009-12-07","https://www.en-net.org/question/169.aspx",24001,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24002,4,24003,4,24003,4,24003,4,24003,4,24003,4,24003,4,24003,4,24003,4,24003,4
"Assessment and Surveillance","MUAC FOR AGE CALCULATOR","MALEBOGO ELUYA","2019-02-03","https://www.en-net.org/question/3549.aspx",12971,9,12971,9,12971,9,12971,9,12972,9,12972,9,12973,9,12973,9,12973,9,12973,9,12973,9,12973,9,12973,9,12973,9,12973,9,12974,9,12974,9,12975,9,12975,9,12978,9,12978,9,12978,9,12978,9,12978,9,12978,9,12978,9,12978,9,12978,9,12978,9,12978,9,12978,9,12979,9,12980,9
"Assessment and Surveillance","MUAC for older children","Kiran Deshpande Shukla","2012-01-10","https://www.en-net.org/question/608.aspx",9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9452,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9453,1,9454,1,9454,1,9454,1,9454,1,9454,1,9454,1,9454,1
"Assessment and Surveillance","MUAC in adolescents","Ikechukwu Eberendu","2018-09-27","https://www.en-net.org/question/3456.aspx",6140,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6141,1,6142,1,6142,1,6142,1,6142,1
"Assessment and Surveillance","MUAC in SMART / ENA","Mark Myatt","2009-05-26","https://www.en-net.org/question/92.aspx",11308,1,11308,1,11308,1,11308,1,11308,1,11308,1,11308,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1,11309,1
"Assessment and Surveillance","MUAC measurement in children","Ali Ousmane","2020-12-11","https://www.en-net.org/question/4153.aspx",4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3,4847,3
"Assessment and Surveillance","MUAC pregnant and lactating women, reference for public health concern","Elisa Pozzi","2016-11-25","https://www.en-net.org/question/2745.aspx",9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9079,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2,9081,2
"Assessment and Surveillance","MUAC tapes","Jan Komrska","2014-02-13","https://www.en-net.org/question/1274.aspx",21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21650,12,21651,12,21651,12,21652,12
"Assessment and Surveillance","MUAC use during pregnancy and lactation","Anonymous 106","2011-02-26","https://www.en-net.org/question/358.aspx",9137,1,9137,1,9137,1,9137,1,9137,1,9137,1,9137,1,9137,1,9137,1,9137,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1,9138,1
"Assessment and Surveillance","MUAC Z-score for estimating GAM","Anonymous 3991","2016-10-15","https://www.en-net.org/question/2683.aspx",8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1,8514,1
"Assessment and Surveillance","MUAC/h","Kiran Deshpande Shukla","2012-01-24","https://www.en-net.org/question/622.aspx",9324,1,9324,1,9324,1,9325,1,9325,1,9325,1,9325,1,9325,1,9325,1,9325,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1,9326,1
"Assessment and Surveillance","Multi stage sampling in SMART Surveys","Anonymous_A_W_40","2022-03-09","https://www.en-net.org/question/4506.aspx",2160,2,2160,2,2160,2,2160,2,2160,2,2160,2,2160,2,2160,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2,2161,2
"Assessment and Surveillance","NCA","Dr. Kamal Raj","2014-01-09","https://www.en-net.org/question/1240.aspx",12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2,12007,2
"Assessment and Surveillance","NCA Methodology","Anonymous 2352","2015-03-03","https://www.en-net.org/question/1640.aspx",10483,7,10483,7,10483,7,10483,7,10484,7,10484,7,10484,7,10484,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7,10485,7
"Assessment and Surveillance","Need Diet/ Menu Analysis Web-Based Program Recommendations","Emily DeLacey","2016-12-06","https://www.en-net.org/question/2757.aspx",8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8690,1,8691,1,8691,1,8691,1,8691,1,8691,1,8691,1,8691,1,8692,1,8692,1,8692,1
"Assessment and Surveillance","Need for standard nutrition surveys in emergency interventions","Anonymous 269","2010-06-08","https://www.en-net.org/question/226.aspx",9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9227,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1,9228,1
"Assessment and Surveillance","Negative Confidence Interval","Anonymous 310","2010-11-01","https://www.en-net.org/question/290.aspx",62699,3,62703,3,62703,3,62703,3,62705,3,62705,3,62706,3,62706,3,62708,3,62708,3,62710,3,62710,3,62710,3,62710,3,62710,3,62715,3,62715,3,62718,3,62718,3,62718,3,62718,3,62723,3,62723,3,62723,3,62724,3,62725,3,62726,3,62726,3,62727,3,62729,3,62729,3,62730,3,62730,3
"Assessment and Surveillance","New article : MUAC with WHZ or MUAC with WAZ - Which is better?","Mark Myatt","2018-12-03","https://www.en-net.org/question/3503.aspx",83916,3,83916,3,83916,3,83916,3,83917,3,83917,3,83917,3,83917,3,83917,3,83918,3,83918,3,83918,3,83918,3,83918,3,83918,3,83918,3,83919,3,83919,3,83920,3,83920,3,83920,3,83920,3,83920,3,83920,3,83921,3,83922,3,83924,3,83924,3,83924,3,83926,3,83926,3,83926,3,83926,3
"Assessment and Surveillance","New article on concurrent wasting and stunting","Mark Myatt","2018-11-26","https://www.en-net.org/question/3498.aspx",8460,2,8460,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2,8461,2
"Assessment and Surveillance","New review on the cost-efficiency and cost-effectiveness of the management of wasting in children","Joanne and Lani","2020-09-28","https://www.en-net.org/question/4093.aspx",4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0
"Assessment and Surveillance","New SMART website launched","Tamsin","2012-08-01","https://www.en-net.org/question/799.aspx",9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1,9730,1
"Assessment and Surveillance","New version of R package 'zscorer' available","Mark Myatt","2019-11-05","https://www.en-net.org/question/3787.aspx",10290,39,10290,39,10290,39,10290,39,10290,39,10290,39,10290,39,10290,39,10290,39,10290,39,10290,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39,10291,39
"Assessment and Surveillance","Nullification of a survey based on the plausibility report","Anonymous_G_W_40","2022-02-14","https://www.en-net.org/question/4492.aspx",2741,2,2741,2,2741,2,2741,2,2741,2,2741,2,2741,2,2741,2,2741,2,2741,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2,2742,2
"Assessment and Surveillance","Nutrition Assessment for Refugiees & Host mixed population","Anonymous 2688","2014-10-08","https://www.en-net.org/question/1500.aspx",9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9205,7,9206,7,9206,7,9206,7,9206,7
"Assessment and Surveillance","Nutrition assessment for Urban population","Anonymous 81","2010-04-06","https://www.en-net.org/question/203.aspx",10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6,10834,6
"Assessment and Surveillance","Nutrition assessment in small pieces livelihood zones","Anonymous 81","2013-02-01","https://www.en-net.org/question/965.aspx",11520,8,11520,8,11520,8,11520,8,11520,8,11520,8,11520,8,11521,8,11521,8,11521,8,11521,8,11521,8,11521,8,11521,8,11522,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8,11523,8
"Assessment and Surveillance","Nutrition Assessments in 8-19 years","James Majaha","2015-06-01","https://www.en-net.org/question/1758.aspx",9643,2,9645,2,9645,2,9645,2,9645,2,9645,2,9645,2,9645,2,9645,2,9645,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2,9646,2
"Assessment and Surveillance","Nutrition Causal Analysis - inputs for the development of a methodology","Hannah Mattinen","2010-08-25","https://www.en-net.org/question/248.aspx",12858,6,12858,6,12858,6,12858,6,12858,6,12858,6,12858,6,12858,6,12858,6,12858,6,12858,6,12858,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6,12859,6
"Assessment and Surveillance","Nutrition Causal Analysis: usefulness and application","Blessing Mureverwi","2015-04-09","https://www.en-net.org/question/1678.aspx",9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5,9861,5
"Assessment and Surveillance","Nutrition Data - Tanzania","Nicki Connell","2018-03-29","https://www.en-net.org/question/3274.aspx",7374,2,7375,2,7375,2,7375,2,7375,2,7375,2,7375,2,7375,2,7375,2,7375,2,7375,2,7375,2,7376,2,7376,2,7376,2,7376,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2,7377,2
"Assessment and Surveillance","Nutrition in emergency","Anonymous 3445","2017-03-30","https://www.en-net.org/question/2870.aspx",8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2,8316,2
"Assessment and Surveillance","Nutrition prevalence measurement","AS","2016-02-04","https://www.en-net.org/question/2355.aspx",9542,5,9542,5,9542,5,9542,5,9542,5,9542,5,9542,5,9542,5,9542,5,9542,5,9542,5,9542,5,9542,5,9542,5,9543,5,9543,5,9543,5,9543,5,9543,5,9543,5,9543,5,9544,5,9544,5,9544,5,9544,5,9544,5,9545,5,9545,5,9545,5,9545,5,9545,5,9545,5,9545,5
"Assessment and Surveillance","Nutrition Program Coverage Thresholds","Damien Pereyra Ngono","2022-01-14","https://www.en-net.org/question/4469.aspx",4218,5,4218,5,4218,5,4218,5,4218,5,4218,5,4218,5,4218,5,4218,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5,4219,5
"Assessment and Surveillance","Nutrition Sentinel Survey","benylali@yahoo.com","2014-11-12","https://www.en-net.org/question/1538.aspx",9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1,9297,1
"Assessment and Surveillance","Nutrition Stabilization Center efficiency and referral system","Anonymous 2339","2017-02-23","https://www.en-net.org/question/2816.aspx",7626,1,7626,1,7626,1,7626,1,7626,1,7626,1,7626,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1,7627,1
"Assessment and Surveillance","Nutrition survey analysis- Associations","Dr. Farah Ibrahim","2011-04-07","https://www.en-net.org/question/402.aspx",12175,13,12176,13,12176,13,12176,13,12176,13,12176,13,12176,13,12176,13,12176,13,12176,13,12176,13,12176,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12178,13,12179,13,12179,13,12180,13,12180,13,12180,13
"Assessment and Surveillance","Nutrition survey guidance in the context of COViD-19 - COVID-19","Carlos Grijalva-Eternod","2020-08-31","https://www.en-net.org/question/4071.aspx",5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5340,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2,5341,2
"Assessment and Surveillance","Nutritional causal analysis","Mark Myatt","2018-08-02","https://www.en-net.org/question/3407.aspx",6534,1,6535,1,6535,1,6535,1,6535,1,6535,1,6535,1,6535,1,6535,1,6535,1,6535,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1,6536,1
"Assessment and Surveillance","Nutritional indicator baseline/evaluation","Kris","2015-06-25","https://www.en-net.org/question/1805.aspx",9211,1,9211,1,9211,1,9211,1,9211,1,9211,1,9211,1,9211,1,9211,1,9211,1,9211,1,9211,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9212,1,9213,1
"Assessment and Surveillance","nutritional indicators","Caroline André","2018-10-12","https://www.en-net.org/question/3471.aspx",6312,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6313,1,6314,1
"Assessment and Surveillance","Nutritional status and vulnerability of older adults/older people (aged 50 +)","Mary Manandhar","2012-01-01","https://www.en-net.org/question/597.aspx",13079,10,13079,10,13079,10,13079,10,13079,10,13080,10,13080,10,13080,10,13080,10,13080,10,13080,10,13080,10,13080,10,13080,10,13080,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10,13081,10
"Assessment and Surveillance","ODK Dietary Diversity Survey for Ethiopia","Kat Pittore","2019-03-05","https://www.en-net.org/question/3579.aspx",6455,2,6455,2,6455,2,6455,2,6455,2,6455,2,6455,2,6455,2,6455,2,6456,2,6456,2,6456,2,6456,2,6456,2,6456,2,6456,2,6456,2,6456,2,6456,2,6456,2,6456,2,6457,2,6457,2,6457,2,6457,2,6457,2,6457,2,6457,2,6457,2,6457,2,6457,2,6457,2,6457,2
"Assessment and Surveillance","Oedema","Njeri Waigwa","2013-04-17","https://www.en-net.org/question/1023.aspx",10734,2,10736,2,10736,2,10736,2,10736,2,10736,2,10736,2,10736,2,10736,2,10736,2,10736,2,10737,2,10737,2,10737,2,10738,2,10738,2,10738,2,10738,2,10738,2,10738,2,10738,2,10738,2,10738,2,10738,2,10738,2,10738,2,10738,2,10739,2,10739,2,10739,2,10739,2,10739,2,10739,2
"Assessment and Surveillance","Official Launch - Coverage Monitoring Network (CMN) Project","Saul Guerrero","2012-08-03","https://www.en-net.org/question/802.aspx",12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12021,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1,12022,1
"Assessment and Surveillance","Optifoods software","Martin Njoroge","2014-06-23","https://www.en-net.org/question/1400.aspx",9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9778,2,9779,2,9779,2,9779,2,9779,2,9779,2,9779,2,9779,2,9779,2,9779,2,9779,2,9779,2
"Assessment and Surveillance","Participatory Review of Coverage Methodologies","Jose Luis Alvarez Moran","2014-06-25","https://www.en-net.org/question/1402.aspx",11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11767,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0,11768,0
"Assessment and Surveillance","PBM EN NÑOS: ¿brazo no dominante? / MUAC in children: non-dominant arm?","Spencer Rivadeneira Danies","2019-07-13","https://www.en-net.org/question/3719.aspx",5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5826,2,5827,2,5827,2,5827,2,5827,2,5827,2,5827,2,5827,2,5827,2,5827,2,5827,2,5827,2,5827,2
"Assessment and Surveillance","Performance of simplified MUAC classification devices with an improved design MUAC insertion tape","Mark Myatt","2018-02-22","https://www.en-net.org/question/3245.aspx",7398,2,7398,2,7398,2,7398,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7399,2,7400,2,7400,2,7400,2,7400,2,7400,2,7400,2,7400,2,7400,2,7400,2,7400,2
"Assessment and Surveillance","Planning survey - village level data Turkana Kenya","Severine Frison","2012-10-23","https://www.en-net.org/question/870.aspx",10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10717,9,10718,9,10718,9,10718,9,10718,9,10719,9,10719,9,10719,9,10719,9,10719,9,10719,9,10719,9,10719,9,10719,9,10719,9,10719,9,10719,9,10719,9
"Assessment and Surveillance","Plausable MUAC range for BMI calculation of Women in Reproductive Age Group [15 - 49]","Anonymous 377","2010-08-29","https://www.en-net.org/question/250.aspx",13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2,13512,2
